country,date,total_cases,new_cases,new_cases_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths,new_deaths,new_deaths_smoothed,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,excess_mortality,excess_mortality_cumulative,excess_mortality_cumulative_absolute,excess_mortality_cumulative_per_million,hosp_patients,hosp_patients_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,icu_patients,icu_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,stringency_index,reproduction_rate,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,code,continent,population,population_density,median_age,life_expectancy,gdp_per_capita,extreme_poverty,diabetes_prevalence,handwashing_facilities,hospital_beds_per_thousand,human_development_index,new_cases_reported,vaccination_indicator,cases_per_100k,cases_per_100k_7d
Brazil,2020-05-08,125218.0,10503.0,6722.2856,595.4074,49.941418,31.964245,8536.0,615.0,438.57144,40.588398,2.9243045,2.0853925,,,,,,,,,,,,,81.02,1.4253,,,,,11124.0,0.052,55.542873,1.8627188,,,,,,,,,,,,,,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,0.0,4.9941416193917165,3.1964245323390137
Brazil,2020-05-09,135106.0,9888.0,7103.7144,642.42456,47.017113,33.777927,9146.0,610.0,463.57144,43.488926,2.9005296,2.2042668,,,,,,,,,,,,,81.02,1.4171,,,,,13434.0,0.063,55.162266,1.8667767,,,,,,,,,,,,,,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,0.0,4.701711161815224,3.3777925513237372
Brazil,2020-05-10,145328.0,10222.0,7677.0,691.0298,48.60527,36.50388,9897.0,751.0,509.7143,47.059906,3.57098,2.4236746,,,,,,,,,,,,,81.02,1.4084,359273.0,,1.676,,15744.0,0.073,54.179527,1.9029984,,,,,,,,,,,,,,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,0.0,4.860527052596604,3.650388004576808
Brazil,2020-05-11,155939.0,10611.0,8482.857,741.48474,50.454952,40.335705,10627.0,730.0,553.8571,50.531033,3.4711258,2.6335723,,,,,,,,,,,,,81.02,1.3999,,,,,18246.0,0.085,52.080406,1.9767914,,,,,,,,,,,,,,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,0.0,5.045495260722223,4.03357039974266
Brazil,2020-05-12,162699.0,6760.0,8793.143,773.62836,32.143574,41.811104,11123.0,496.0,585.4286,52.889496,2.3584635,2.7836933,,,,,,,,,,,,,81.02,1.3933,,,,,17307.0,0.081,52.658485,1.9524587,,,,,,,,,,,,,,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,0.0,3.2143575499464925,4.181110226422368
Brazil,2020-05-13,168331.0,5632.0,8650.143,800.4083,26.779972,41.13114,11519.0,396.0,599.7143,54.77246,1.8829669,2.8516216,,,,,,,,,,,,,81.02,1.3895,,,,,16368.0,0.076,54.518024,1.8641194,,,,,,,,,,,,,,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,0.0,2.6779972960500955,4.113114201327347
Brazil,2020-05-14,177589.0,9258.0,8982.0,844.4298,44.021484,42.70911,12400.0,881.0,639.8571,58.96159,4.1891255,3.0424995,,,,,,,,,,,,,81.02,1.3863,430405.0,,2.008,,18686.0,0.087,51.469276,1.9554985,,,,,,,,,,,,,,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,0.0,4.402148254053938,4.270911170653756
Brazil,2020-05-15,188974.0,11385.0,9108.0,898.5651,54.135296,43.30824,13149.0,749.0,659.0,62.52306,3.56147,3.1335232,,,,,,,,,,,,,81.02,1.3836,466209.0,35804.0,2.175,0.167,20959.0,0.098,49.04439,2.047837,,,,,,,,,,,,,,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,0.0,5.4135296902575165,4.330823752206014
Brazil,2020-05-16,202918.0,13944.0,9687.429,964.86835,66.30325,46.0634,13993.0,844.0,692.4286,66.53625,4.013192,3.2924747,,,,,,,,,,,,,81.02,1.3776,,,,,23706.0,0.111,47.328144,2.1272607,,,,,,,,,,,,,,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,0.0,6.63032569178312,4.606340113629998
Brazil,2020-05-17,218223.0,15305.0,10413.571,1037.6431,72.774765,49.516186,14817.0,824.0,702.8571,70.454346,3.9180927,3.3420625,,,,,,,,,,,,,81.02,1.3713,,,,,26452.0,0.123,45.986195,2.1971672,,,,,,,,,,,,,,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,0.0,7.277476671883293,4.951618630670954
Brazil,2020-05-18,233142.0,14919.0,11029.0,1108.5825,70.93935,52.442528,15633.0,816.0,715.1429,74.3344,3.8800528,3.4004805,,,,,,,,,,,,,81.02,1.3663,583549.0,,2.723,,29499.0,0.138,44.68564,2.2719886,,,,,,,,,,,,,,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,0.0,7.093934953794633,5.244252872538441
Brazil,2020-05-19,241080.0,7938.0,11197.286,1146.3274,37.744926,53.24272,16118.0,485.0,713.5714,76.64056,2.3061588,3.3930085,,,,,,,,,,,,,81.02,1.3589,,,,,31298.0,0.146,42.538425,2.3901176,,,,,,,,,,,,,,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,0.0,3.7744926377921972,5.3242721708021135
Brazil,2020-05-20,254220.0,13140.0,12269.857,1208.8076,62.480263,58.342762,16792.0,674.0,753.2857,79.845406,3.2048476,3.5818486,,,,,,,,,,,,,81.02,1.3517,,,,,33097.0,0.154,40.284786,2.5051463,,,,,,,,,,,,,,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,0.0,6.24802636187824,5.8342763230632775
Brazil,2020-05-21,271628.0,17408.0,13434.143,1291.5822,82.77446,63.878902,17971.0,1179.0,795.8571,85.45151,5.606106,3.7842743,,,,,,,,,,,,,81.02,1.3418,,,,,34895.0,0.163,38.917744,2.579018,,,,,,,,,,,,,,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,0.0,8.277446187791202,6.387890313597171
Brazil,2020-05-22,291579.0,19951.0,14657.857,1386.4485,94.86634,69.697624,18859.0,888.0,815.7143,89.67392,4.2224107,3.8786943,,,,,,,,,,,,,81.02,1.3333,705048.0,,3.29,,34120.0,0.159,38.84681,2.5828178,,,,,,,,,,,,,,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,0.0,9.486634242453027,6.969762392482244
Brazil,2020-05-23,310087.0,18508.0,15309.857,1474.4534,88.00493,72.79786,20047.0,1188.0,864.8571,95.32282,5.6489005,4.112367,,,,,,,,,,,,,81.02,1.3238,705289.0,241.0,3.291,0.001,28567.0,0.133,40.665085,2.499794,,,,,,,,,,,,,,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,0.0,8.800492534675987,7.279786227181226
Brazil,2020-05-24,330890.0,20803.0,16095.286,1573.371,98.91757,76.53255,21048.0,1001.0,890.1429,100.08254,4.7597218,4.2325997,,,,,,,,,,,,,81.02,1.3153,,,,,33078.0,0.154,41.992336,2.4305067,,,,,,,,,,,,,,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,0.0,9.891757412949241,7.653254904476361
Brazil,2020-05-25,347398.0,16508.0,16322.286,1651.866,78.494995,77.61192,22013.0,965.0,911.4286,104.67108,4.588543,4.3338127,,,,,,,,,,,,,81.02,1.3057,846669.0,,3.95,,37589.0,0.175,42.854527,2.3773994,,,,,,,,,,,,,,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,0.0,7.849499176703652,7.761192650606221
Brazil,2020-05-26,363211.0,15813.0,17447.285,1727.0563,75.19029,82.961266,22666.0,653.0,935.4286,107.77608,3.1049933,4.447932,,,,,,,,,,,,,81.02,1.2975,883885.0,37216.0,4.124,0.174,38566.0,0.18,44.206486,2.2938693,,,,,,,,,,,,,,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,0.0,7.519028984808266,8.29612641446566
Brazil,2020-05-27,374898.0,11687.0,17239.715,1782.6276,55.571297,81.974266,23473.0,807.0,954.4286,111.613335,3.837258,4.538276,,,,,,,,,,,,,81.02,1.2919,,,,,37931.0,0.177,45.403313,2.2228386,,,,,,,,,,,,,,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,0.0,5.557129687311339,8.19742688952753
Brazil,2020-05-28,391222.0,16324.0,17084.857,1860.2476,77.62008,81.23793,24512.0,1039.0,934.4286,116.55375,4.9404106,4.4431767,,,,,,,,,,,,,81.02,1.2883,935748.0,,4.366,,37296.0,0.174,46.447605,2.1636243,,,,,,,,,,,,,,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,0.0,7.762007787770197,8.123792832381673
Brazil,2020-05-29,411821.0,20599.0,17177.428,1958.1952,97.94756,81.6781,25598.0,1086.0,962.7143,121.717636,5.1638937,4.5776744,,,,,,,,,,,,,81.02,1.2821,1084104.0,148356.0,5.058,0.692,54151.0,0.253,44.842125,2.2814372,,,,,,,,,,,,,,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,0.0,9.794756090436064,8.167810239236392
Brazil,2020-05-30,438238.0,26417.0,18307.285,2083.8071,125.61196,87.05054,26754.0,1156.0,958.1429,127.21438,5.496742,4.5559373,,,,,,,,,,,,,81.02,1.2757,1104772.0,20668.0,5.155,0.096,57069.0,0.266,41.768753,2.4602032,,,,,,,,,,,,,,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,0.0,12.561195768777587,8.705053558393763
Brazil,2020-05-31,465166.0,26928.0,19182.285,2211.8489,128.04175,91.21113,27878.0,1124.0,975.7143,132.55896,5.3445826,4.639489,28.714226,9.414331,52587.9,246.66422,,,,,,,,,81.02,1.2656,,,,,53765.0,0.251,39.914387,2.5670187,,,,,,,,,,,,,,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,0.0,12.804174571739518,9.12111315250666
Brazil,2020-06-01,498440.0,33274.0,21577.428,2370.0657,158.21677,102.59995,28834.0,956.0,974.4286,137.1047,4.545748,4.6333756,,,,,,,,,,,,,77.31,1.2565,,,,,50461.0,0.235,39.81975,2.5721154,,,,,,,,,,,,,,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,0.0,15.821676496585738,10.259995626775531
Brazil,2020-06-02,514849.0,16409.0,21662.572,2448.0898,78.024254,103.00481,29314.0,480.0,949.7143,139.3871,2.2823842,4.51586,,,,,,,,,,,,,77.31,1.248,1247455.0,,5.82,,51939.0,0.242,39.315132,2.5988595,,,,,,,,,,,,,,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,0.0,7.8024250054840225,10.300480772586353
Brazil,2020-06-03,526447.0,11598.0,21649.857,2503.238,55.148106,102.94435,29937.0,623.0,923.4286,142.34944,2.9623444,4.390872,,,,,,,,,,,,,77.31,1.2387,,,,,54343.0,0.254,38.51357,2.6431274,,,,,,,,,,,,,,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,0.0,5.51481048288157,10.294435171953527
Brazil,2020-06-04,555383.0,28936.0,23451.572,2640.8276,137.58972,111.511444,31199.0,1262.0,955.2857,148.3502,6.000768,4.5423517,,,,,,,,,,,,,77.31,1.2315,,,,,56747.0,0.265,37.873245,2.6769512,,,,,,,,,,,,,,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,0.0,13.758971903143742,11.151144331292604
Brazil,2020-06-05,584016.0,28633.0,24599.285,2776.9768,136.14897,116.96879,32548.0,1349.0,992.8571,154.76466,6.41445,4.7210026,,,,,,,,,,,,,77.31,1.2232,1375741.0,,6.419,,41662.0,0.194,41.776608,2.4685476,,,,,,,,,,,,,,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,0.0,13.614896409410933,11.69687866257473
Brazil,2020-06-06,614941.0,30925.0,25243.285,2924.024,147.04735,120.03098,34021.0,1473.0,1038.1428,161.76872,7.004066,4.9363346,,,,,,,,,,,,,77.31,1.2151,1470260.0,94519.0,6.86,0.441,52213.0,0.244,44.100544,2.318706,,,,,,,,,,,,,,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,0.0,14.704734797647228,12.003098523841823
Brazil,2020-06-07,645771.0,30830.0,25800.715,3070.6196,146.59563,122.68154,35026.0,1005.0,1021.1429,166.54747,4.778742,4.8555,,,,,,,,,,,,,77.31,1.2083,,,,,51880.0,0.242,46.108185,2.2055562,,,,,,,,,,,,,,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,0.0,14.659562613143542,12.26815395832811
Brazil,2020-06-08,672846.0,27075.0,24915.143,3199.3604,128.74072,118.47068,35930.0,904.0,1013.7143,170.84596,4.29849,4.8201776,,,,,,,,,,,,,77.31,1.2012,,,,,51548.0,0.241,46.904366,2.1670334,,,,,,,,,,,,,,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,0.0,12.874072583550484,11.84706768503736
Brazil,2020-06-09,691758.0,18912.0,25272.715,3289.2864,89.925934,120.17091,36455.0,525.0,1020.1429,173.34232,2.4963577,4.850745,,,,,,,,,,,,,77.31,1.1951,1605960.0,,7.493,,51215.0,0.239,47.995594,2.1140127,,,,,,,,,,,,,,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,0.0,8.9925931929864,12.017091711823415
Brazil,2020-06-10,707412.0,15654.0,25852.143,3363.7205,74.43425,122.92608,37134.0,679.0,1028.1428,176.57094,3.2286224,4.8887854,,,,,,,,,,,,,77.31,1.1893,,,,,52988.0,0.247,49.274082,2.048237,,,,,,,,,,,,,,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,0.0,7.443425012849466,12.292608073247399
Brazil,2020-06-11,739503.0,32091.0,26302.857,3516.3123,152.59164,125.069214,38406.0,1272.0,1029.5714,182.61925,6.048318,4.895578,,,,,,,,,,,,,77.31,1.1839,,,,,54762.0,0.256,50.23189,1.9999838,,,,,,,,,,,,,,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,0.0,15.2591639253451,12.506921219276165
Brazil,2020-06-12,772416.0,32913.0,26914.285,3672.8125,156.50023,127.97653,39680.0,1274.0,1018.8571,188.67708,6.0578275,4.8446317,,,,,,,,,,,,,77.31,1.1796,,,,,56535.0,0.264,48.597824,2.058117,,,,,,,,,,,,,,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,0.0,15.650022195471731,12.797653474427708
Brazil,2020-06-13,802828.0,30412.0,26841.0,3817.4204,144.60805,127.62807,40919.0,1239.0,985.4286,194.56848,5.8914037,4.68568,,,,,,,,,,,,,77.31,1.1791,1826663.0,,8.523,,50915.0,0.238,49.222183,2.0336196,,,,,,,,,,,,,,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,0.0,14.460805001327326,12.762806360667721
Brazil,2020-06-14,828810.0,25982.0,26148.428,3940.964,123.54355,124.33491,41828.0,909.0,971.7143,198.89075,4.3222647,4.620469,,,,,,,,,,,,,77.31,1.1808,1828459.0,1796.0,8.531,0.008,44709.0,0.209,50.472797,1.9906223,,,,,,,,,,,,,,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,0.0,12.354354713418605,12.433490946421301
Brazil,2020-06-15,850514.0,21704.0,25381.143,4044.1658,103.2018,120.68649,42720.0,892.0,970.0,203.13219,4.2414303,4.6123176,,,,,,,,,,,,,77.31,1.1821,,,,,52016.0,0.243,50.53866,1.9878299,,,,,,,,,,,,,,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,0.0,10.320179920715779,12.068649137444917
Brazil,2020-06-16,867624.0,17110.0,25123.715,4125.5234,81.35748,119.462425,43332.0,612.0,982.4286,206.04222,2.9100397,4.6714153,,,,,,,,,,,,,77.31,1.1817,,,,,59323.0,0.277,49.539284,2.03565,,,,,,,,,,,,,,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,0.0,8.135748177453326,11.946242706654475
Brazil,2020-06-17,888271.0,20647.0,25837.0,4223.699,98.1758,122.85408,43959.0,627.0,975.0,209.02359,2.9813643,4.6360927,,,,,,,,,,,,,77.31,1.1807,2117602.0,,9.88,,65209.0,0.304,48.229736,2.1033938,,,,,,,,,,,,,,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,0.0,9.8175799310274,12.28540769496561
Brazil,2020-06-18,923189.0,34918.0,26240.857,4389.733,166.03394,124.77441,45241.0,1282.0,976.4286,215.11945,6.0958676,4.642885,,,,,,,,,,,,,77.31,1.1815,2550648.0,433046.0,11.901,2.02,119191.0,0.556,44.51325,2.4548526,,,,,,,,,,,,,,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,0.0,16.603393036838998,12.477440425179022
Brazil,2020-06-19,955377.0,32188.0,26137.285,4542.786,153.05287,124.28193,46510.0,1269.0,975.7143,221.1535,6.034053,4.639489,,,,,,,,,,,,,77.31,1.1851,,,,,122329.0,0.571,40.76467,2.82338,,,,,,,,,,,,,,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,0.0,15.305287103206759,12.428192554855455
Brazil,2020-06-20,978142.0,22765.0,25044.857,4651.0327,108.24682,119.08746,47748.0,1238.0,975.5714,227.04016,5.8866487,4.6388097,,,,,,,,,,,,,77.31,1.1833,,,,,125467.0,0.585,36.08525,3.2680628,,,,,,,,,,,,,,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,0.0,10.824681897120103,11.908746397111567
Brazil,2020-06-21,1032913.0,54771.0,29157.572,4911.467,260.4343,138.64328,48954.0,1206.0,1018.0,232.77464,5.73449,4.840556,,,,,,,,,,,,,77.31,1.1751,2782076.0,,12.981,,136231.0,0.636,30.787708,3.6912653,,,,,,,,,,,,,,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,0.0,26.043428604751377,13.864328381587674
Brazil,2020-06-22,1067579.0,34666.0,31009.285,5076.3027,164.83568,147.44812,49976.0,1022.0,1036.5714,237.63422,4.859576,4.9288626,,,,,,,,,,,,,77.31,1.1672,,,,,122991.0,0.574,27.41882,3.9651036,,,,,,,,,,,,,,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,0.0,16.483567873734483,14.744812374876062
Brazil,2020-06-23,1085038.0,17459.0,31059.143,5159.32,83.01697,147.6852,50617.0,641.0,1040.7142,240.68216,3.0479338,4.9485617,,,,,,,,,,,,,77.31,1.1586,,,,,109751.0,0.512,25.411522,4.132586,,,,,,,,,,,,,,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,0.0,8.301696518419499,14.768519280728373
Brazil,2020-06-24,1106470.0,21432.0,31171.285,5261.228,101.90845,148.21843,51271.0,654.0,1044.5714,243.7919,3.1097484,4.9669023,,,,,,,,,,,,,77.31,1.151,2793176.0,,13.032,,96511.0,0.45,24.365286,4.214342,,,,,,,,,,,,,,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,0.0,10.190844824031542,14.821842836871824
Brazil,2020-06-25,1145906.0,39436.0,31816.715,5448.745,187.51688,151.28741,52645.0,1374.0,1057.7142,250.32523,6.5333242,5.0293965,,,,,,,,,,,,,77.31,1.1444,,,,,60643.0,0.283,28.715256,3.8377447,,,,,,,,,,,,,,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,0.0,18.7516870324985,15.128741979108895
Brazil,2020-06-26,1188631.0,42725.0,33322.0,5651.901,203.15596,158.445,53830.0,1185.0,1045.7142,255.95987,5.6346354,4.972337,,,,,,,,,,,,,77.31,1.1378,3157120.0,,14.73,,75618.0,0.353,31.958092,3.493325,,,,,,,,,,,,,,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,0.0,20.315595609684006,15.844500337177072
Brazil,2020-06-27,1228114.0,39483.0,35710.285,5839.641,187.74036,169.80122,54971.0,1141.0,1031.8572,261.38528,5.425417,4.9064465,,,,,,,,,,,,,77.31,1.1316,,,,,66820.0,0.312,36.74112,3.0449648,,,,,,,,,,,,,,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,0.0,18.77403537641085,16.980122262790037
Brazil,2020-06-28,1274974.0,46860.0,34580.145,6062.459,222.81775,164.42743,55961.0,990.0,1001.0,266.09268,4.707417,4.7597218,,,,,,,,,,,,,77.31,1.1253,,,,,58021.0,0.271,42.19774,2.6171985,,,,,,,,,,,,,,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,0.0,22.281774377291807,16.442743087438668
Brazil,2020-06-29,1313667.0,38693.0,35155.43,6246.443,183.98393,167.1629,57070.0,1109.0,1013.4286,271.36597,5.273258,4.818819,,,,,,,,,,,,,77.31,1.1175,3203771.0,,14.948,,59714.0,0.279,47.00636,2.2932425,,,,,,,,,,,,,,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,0.0,18.398393000011776,16.71628953404971
Brazil,2020-06-30,1344143.0,30476.0,37015.0,6391.3555,144.91237,176.0051,57622.0,552.0,1000.7143,273.9907,2.6247416,4.7583632,17.428091,10.829378,73464.4,344.5857,,,,,,,,,77.31,1.1103,,,,,80640.0,0.376,49.520916,2.0996659,,,,,,,,,,,,,,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,0.0,14.49123678878244,17.600509572672987
Brazil,2020-07-01,1368195.0,24052.0,37389.285,6505.7217,114.36646,177.7848,58314.0,692.0,1006.1429,277.28113,3.290437,4.784176,,,,,,,,,,,,,77.31,1.1044,3504141.0,,16.35,,101566.0,0.474,50.165863,2.0454223,,,,,,,,,,,,,,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,0.0,11.436646122975299,17.778481186807813
Brazil,2020-07-02,1402041.0,33846.0,36590.715,6666.658,160.9366,173.98763,59594.0,1280.0,992.7143,283.3675,6.0863576,4.7203236,,,,,,,,,,,,,77.31,1.0987,,,,,89347.0,0.417,48.521275,2.1219628,,,,,,,,,,,,,,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,0.0,16.093660596965826,17.398763124588857
Brazil,2020-07-03,1448753.0,46712.0,37160.285,6888.7725,222.11401,176.69592,60632.0,1038.0,971.7143,288.30316,4.9356556,4.620469,,,,,,,,,,,,,81.02,1.0932,,,,,77127.0,0.36,49.10905,2.0942786,,,,,,,,,,,,,,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,0.0,22.211400868801856,17.669592447319978
Brazil,2020-07-04,1496858.0,48105.0,38392.0,7117.5103,228.73767,182.55269,61884.0,1252.0,987.5714,294.25638,5.9532185,4.6958694,,,,,,,,,,,,,81.02,1.0886,,,,,88682.0,0.414,47.658943,2.1569557,,,,,,,,,,,,,,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,0.0,22.87376774262959,18.25526849963694
