country,date,total_cases,new_cases,new_cases_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths,new_deaths,new_deaths_smoothed,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,excess_mortality,excess_mortality_cumulative,excess_mortality_cumulative_absolute,excess_mortality_cumulative_per_million,hosp_patients,hosp_patients_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,icu_patients,icu_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,stringency_index,reproduction_rate,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,code,continent,population,population_density,median_age,life_expectancy,gdp_per_capita,extreme_poverty,diabetes_prevalence,handwashing_facilities,hospital_beds_per_thousand,human_development_index,new_cases_reported,vaccination_indicator,cases_per_100k,cases_per_100k_7d
Brazil,2023-03-20,37204677.0,59163.0,8451.857,176907.0,281.3181,40.1883,699917.0,283.0,40.42857,3328.082,1.3456556,0.19223651,,,,,,,,,,,,,,,,,,,,,,,,,,126348017.0,,56017.285,,,,60.078064,266.36032,10579.571,0.005030551,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,83.75939,28.13181001885863,4.01883000269409
Brazil,2023-03-21,37204677.0,0.0,8451.857,176907.0,0.0,40.1883,699917.0,0.0,40.42857,3328.082,0.0,0.19223651,,,,,,,,,,,,,,,,,,,,,,,486412220.0,189637980.0,176157540.0,126376076.0,,33956.855,231.2874,90.17223,83.76232,60.091404,161.46373,4937.143,0.002347595,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,83.76232,0.0,4.01883000269409
Brazil,2023-03-22,37204677.0,0.0,8451.857,176907.0,0.0,40.1883,699917.0,0.0,40.42857,3328.082,0.0,0.19223651,,,,,,,,,,,,,,,,,,,,,,,486436450.0,189643420.0,176164200.0,126388587.0,24197.0,32729.572,231.2989,90.17482,83.76549,60.097355,155.62802,5684.857,0.0027031307,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,83.76549,0.0,4.01883000269409
Brazil,2023-03-23,37204677.0,0.0,8451.857,176907.0,0.0,40.1883,699917.0,0.0,40.42857,3328.082,0.0,0.19223651,,,,,,,,,,,,,,,,,,,,,,,,,,,,43142.16,,,,,205.13954,5655.5713,0.0026892053,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,84.33890677304964,0.0,4.01883000269409
Brazil,2023-03-24,37204677.0,0.0,8451.857,176907.0,0.0,40.1883,699917.0,0.0,40.42857,3328.082,0.0,0.19223651,,,,,,,,,,,,,,,,,,,,,,,,,,,,49540.754,,,,,235.56464,3910.2856,0.0018593279,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,84.91232354609929,0.0,4.01883000269409
Brazil,2023-03-25,37204677.0,0.0,8451.857,176907.0,0.0,40.1883,699917.0,0.0,40.42857,3328.082,0.0,0.19223651,,,,,,,,,,,,,,,,,,,,,,,,,,,,55939.344,,,,,265.98972,2165.0,0.0010294503,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,85.48574031914893,0.0,4.01883000269409
Brazil,2023-03-26,37204677.0,0.0,8451.857,176907.0,0.0,40.1883,699917.0,0.0,40.42857,3328.082,0.0,0.19223651,,,,,,,,,,,,,,,,,,,,,,,,,,,,70926.51,,,,,337.25317,2112.1428,0.001004317,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,86.05915709219857,0.0,4.01883000269409
Brazil,2023-03-27,37204677.0,0.0,0.0,176907.0,0.0,0.0,699917.0,0.0,0.0,3328.082,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,82481.38,,,,,392.19623,1444.5714,0.00068688893,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,86.63257386524823,0.0,0.0
Brazil,2023-03-28,37204677.0,0.0,0.0,176907.0,0.0,0.0,699917.0,0.0,0.0,3328.082,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,94036.26,,,,,447.13928,777.0,0.00036946093,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,87.20599063829788,0.0,0.0
Brazil,2023-03-29,37204677.0,0.0,0.0,176907.0,0.0,0.0,699917.0,0.0,0.0,3328.082,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,105676.13,,,,,502.4865,0.0,0.0,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,87.77940741134752,0.0,0.0
Brazil,2023-03-30,37258663.0,53986.0,7712.2856,177163.7,256.70163,36.67166,700239.0,322.0,46.0,3329.6133,1.5310993,0.21872847,,,,,,,,,,,,,,,,,,,,,,,,,,,,105676.13,,,,,502.4865,0.0,0.0,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,88.35282418439716,25.670163711747236,3.6671662445353195
Brazil,2023-03-31,37258663.0,0.0,7712.2856,177163.7,0.0,36.67166,700239.0,0.0,46.0,3329.6133,0.0,0.21872847,4.628422,18.329185,822004.0,3798.1458,,,,,,,,,,,,,,,,,,,,,,,,105676.13,,,,,502.4865,0.0,0.0,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,88.92624095744681,0.0,3.6671662445353195
Brazil,2023-04-01,37258663.0,0.0,7712.2856,177163.7,0.0,36.67166,700239.0,0.0,46.0,3329.6133,0.0,0.21872847,,,,,,,,,,,,,,,,,,,,,,,,,,,,105676.13,,,,,502.4865,0.0,0.0,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,89.49965773049645,0.0,3.6671662445353195
Brazil,2023-04-02,37258663.0,0.0,7712.2856,177163.7,0.0,36.67166,700239.0,0.0,46.0,3329.6133,0.0,0.21872847,,,,,,,,,,,,,,,,,,,,,,,,,,,,105676.13,,,,,502.4865,0.0,0.0,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,90.0730745035461,0.0,3.6671662445353195
Brazil,2023-04-03,37258663.0,0.0,7712.2856,177163.7,0.0,36.67166,700239.0,0.0,46.0,3329.6133,0.0,0.21872847,,,,,,,,,,,,,,,,,,,,,,,,,,,,105676.13,,,,,502.4865,0.0,0.0,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,90.64649127659574,0.0,3.6671662445353195
Brazil,2023-04-04,37258663.0,0.0,7712.2856,177163.7,0.0,36.67166,700239.0,0.0,46.0,3329.6133,0.0,0.21872847,,,,,,,,,,,,,,,,,,,,,,,,,,,,105676.13,,,,,502.4865,0.0,0.0,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,91.2199080496454,0.0,3.6671662445353195
Brazil,2023-04-05,37258663.0,0.0,7712.2856,177163.7,0.0,36.67166,700239.0,0.0,46.0,3329.6133,0.0,0.21872847,,,,,,,,,,,,,,,,,,,,,,,,,,,,105676.13,,,,,502.4865,0.0,0.0,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,91.79332482269504,0.0,3.6671662445353195
Brazil,2023-04-06,37258663.0,0.0,0.0,177163.7,0.0,0.0,700239.0,0.0,0.0,3329.6133,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,105676.13,,,,,502.4865,0.0,0.0,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,92.36674159574468,0.0,0.0
Brazil,2023-04-07,37258663.0,0.0,0.0,177163.7,0.0,0.0,700239.0,0.0,0.0,3329.6133,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,105676.13,,,,,502.4865,0.0,0.0,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,92.94015836879433,0.0,0.0
Brazil,2023-04-08,37258663.0,0.0,0.0,177163.7,0.0,0.0,700239.0,0.0,0.0,3329.6133,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,105676.13,,,,,502.4865,0.0,0.0,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,93.51357514184397,0.0,0.0
Brazil,2023-04-09,37319254.0,60591.0,8655.857,177451.81,288.1082,41.158314,700556.0,317.0,45.285713,3331.1206,1.5073245,0.21533206,,,,,,,,,,,,,,,,,,,,,,,,,,,,105676.13,,,,,502.4865,0.0,0.0,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,94.08699191489362,28.810819276450875,4.115831325207268
Brazil,2023-04-10,37319254.0,0.0,8655.857,177451.81,0.0,41.158314,700556.0,0.0,45.285713,3331.1206,0.0,0.21533206,,,,,,,,,,,,,,,,,,,,,,,,,,,,105676.13,,,,,502.4865,0.0,0.0,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,94.66040868794326,0.0,4.115831325207268
Brazil,2023-04-11,37319254.0,0.0,8655.857,177451.81,0.0,41.158314,700556.0,0.0,45.285713,3331.1206,0.0,0.21533206,,,,,,,,,,,,,,,,,,,,,,,,,,,,105676.13,,,,,502.4865,0.0,0.0,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,95.2338254609929,0.0,4.115831325207268
Brazil,2023-04-12,37319254.0,0.0,8655.857,177451.81,0.0,41.158314,700556.0,0.0,45.285713,3331.1206,0.0,0.21533206,,,,,,,,,,,,,,,,,,,,,,,,,,,,105676.13,,,,,502.4865,0.0,0.0,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,95.80724223404255,0.0,4.115831325207268
Brazil,2023-04-13,37319254.0,0.0,8655.857,177451.81,0.0,41.158314,700556.0,0.0,45.285713,3331.1206,0.0,0.21533206,,,,,,,,,,,,,,,,,,,,,,,,,,,,105676.13,,,,,502.4865,0.0,0.0,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,96.3806590070922,0.0,4.115831325207268
Brazil,2023-04-14,37319254.0,0.0,8655.857,177451.81,0.0,41.158314,700556.0,0.0,45.285713,3331.1206,0.0,0.21533206,,,,,,,,,,,,,,,,,,,,,,,,,,,,105676.13,,,,,502.4865,0.0,0.0,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,96.95407578014185,0.0,4.115831325207268
Brazil,2023-04-15,37319254.0,0.0,8655.857,177451.81,0.0,41.158314,700556.0,0.0,45.285713,3331.1206,0.0,0.21533206,,,,,,,,,,,,,,,,,,,,,,,,,,,,105676.13,,,,,502.4865,0.0,0.0,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,97.5274925531915,0.0,4.115831325207268
Brazil,2023-04-16,37358092.0,38838.0,5548.2856,177636.48,184.6734,26.381914,700811.0,255.0,36.42857,3332.333,1.2125165,0.17321664,,,,,,,,,,,,,,,,,,,,,,,,,,,,105676.13,,,,,502.4865,0.0,0.0,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,98.10090932624114,18.467340018464775,2.6381914312092536
Brazil,2023-04-17,37358092.0,0.0,5548.2856,177636.48,0.0,26.381914,700811.0,0.0,36.42857,3332.333,0.0,0.17321664,,,,,,,,,,,,,,,,,,,,,,,,,,,,105676.13,,,,,502.4865,0.0,0.0,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,98.67432609929078,0.0,2.6381914312092536
Brazil,2023-04-18,37358092.0,0.0,5548.2856,177636.48,0.0,26.381914,700811.0,0.0,36.42857,3332.333,0.0,0.17321664,,,,,,,,,,,,,,,,,,,,,,,,,,,,105676.13,,,,,502.4865,0.0,0.0,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,99.24774287234042,0.0,2.6381914312092536
Brazil,2023-04-19,37358092.0,0.0,5548.2856,177636.48,0.0,26.381914,700811.0,0.0,36.42857,3332.333,0.0,0.17321664,,,,,,,,,,,,,,,,,,,,,,,,,,,,105676.13,,,,,502.4865,0.0,0.0,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,99.82115964539007,0.0,2.6381914312092536
Brazil,2023-04-20,37358092.0,0.0,5548.2856,177636.48,0.0,26.381914,700811.0,0.0,36.42857,3332.333,0.0,0.17321664,,,,,,,,,,,,,,,,,,,,,,,,,,,,105676.13,,,,,502.4865,0.0,0.0,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,100.39457641843971,0.0,2.6381914312092536
Brazil,2023-04-21,37358092.0,0.0,5548.2856,177636.48,0.0,26.381914,700811.0,0.0,36.42857,3332.333,0.0,0.17321664,,,,,,,,,,,,,,,,,,,,,,,,,,,,105676.13,,,,,502.4865,0.0,0.0,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,100.96799319148937,0.0,2.6381914312092536
Brazil,2023-04-22,37358092.0,0.0,5548.2856,177636.48,0.0,26.381914,700811.0,0.0,36.42857,3332.333,0.0,0.17321664,,,,,,,,,,,,,,,,,,,,,,,,,,,,105676.13,,,,,502.4865,0.0,0.0,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,101.54140996453901,0.0,2.6381914312092536
Brazil,2023-04-23,37407232.0,49140.0,7020.0,177870.14,233.65907,33.379868,701215.0,404.0,57.714287,3334.2542,1.9210066,0.2744295,,,,,,,,,,,,,,,,,,,,,,,,,,,,105676.13,,,,,502.4865,0.0,0.0,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,102.11482673758866,23.36590680538027,3.3379866864828958
Brazil,2023-04-24,37407232.0,0.0,7020.0,177870.14,0.0,33.379868,701215.0,0.0,57.714287,3334.2542,0.0,0.2744295,,,,,,,,,,,,,,,,,,,,,,,,,,,,105676.13,,,,,502.4865,0.0,0.0,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,102.6882435106383,0.0,3.3379866864828958
Brazil,2023-04-25,37407232.0,0.0,7020.0,177870.14,0.0,33.379868,701215.0,0.0,57.714287,3334.2542,0.0,0.2744295,,,,,,,,,,,,,,,,,,,,,,,,,,,,105676.13,,,,,502.4865,0.0,0.0,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,103.26166028368795,0.0,3.3379866864828958
Brazil,2023-04-26,37407232.0,0.0,7020.0,177870.14,0.0,33.379868,701215.0,0.0,57.714287,3334.2542,0.0,0.2744295,,,,,,,,,,,,,,,,,,,,,,,,,,,,105676.13,,,,,502.4865,0.0,0.0,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,103.83507705673759,0.0,3.3379866864828958
Brazil,2023-04-27,37407232.0,0.0,7020.0,177870.14,0.0,33.379868,701215.0,0.0,57.714287,3334.2542,0.0,0.2744295,,,,,,,,,,,,,,,,,,,,,,,,,,,,105676.13,,,,,502.4865,0.0,0.0,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,104.40849382978723,0.0,3.3379866864828958
Brazil,2023-04-28,37407232.0,0.0,7020.0,177870.14,0.0,33.379868,701215.0,0.0,57.714287,3334.2542,0.0,0.2744295,,,,,,,,,,,,,,,,,,,,,,,,,,,,105676.13,,,,,502.4865,0.0,0.0,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,104.98191060283688,0.0,3.3379866864828958
Brazil,2023-04-29,37407232.0,0.0,7020.0,177870.14,0.0,33.379868,701215.0,0.0,57.714287,3334.2542,0.0,0.2744295,,,,,,,,,,,,,,,,,,,,,,,,,,,,105676.13,,,,,502.4865,0.0,0.0,BRA,South America,210306411.0,25.161867141723633,33.50600051879883,74.87190246582031,15093.46484375,3.8155887126922607,8.800000190734863,,2.0899999141693115,,True,105.55532737588652,0.0,3.3379866864828958
Germany,2020-03-22,29923.0,22407.0,3201.0,355.8609,266.47647,38.068066,586.0,479.0,68.42857,6.9690366,5.696533,0.8137905,-1.7442102,-7.111504,-17779.201,-213.36153,,,2019.0,24.217,364.0,4.366,,,76.85,2.2352,503825.0,,6.04,,53505.0,0.641,5.9826183,16.71509,,,,,,,,,,,,,,DEU,Europe,84086227.0,240.66580200195312,45.02399826049805,80.57959747314453,53969.625,0.2437963187694549,6.900000095367432,,8.0,,True,0.0,26.647645874276176,3.806806553468025
Germany,2020-03-23,29923.0,0.0,3201.0,355.8609,0.0,38.068066,586.0,0.0,68.42857,6.9690366,0.0,0.8137905,,,,,,,2235.0,26.808,451.0,5.41,,,76.85,2.1816,,,,,53567.0,0.642,5.979156,16.724773,,,,,,,,,,,,,,DEU,Europe,84086227.0,240.66580200195312,45.02399826049805,80.57959747314453,53969.625,0.2437963187694549,6.900000095367432,,8.0,,True,0.0,0.0,3.806806553468025
Germany,2020-03-24,29923.0,0.0,3201.0,355.8609,0.0,38.068066,586.0,0.0,68.42857,6.9690366,0.0,0.8137905,,,,,,,2537.0,30.431,616.0,7.389,,,76.85,2.0988,,,,,53630.0,0.643,5.975662,16.734562,,,,,,,,,,,,,,DEU,Europe,84086227.0,240.66580200195312,45.02399826049805,80.57959747314453,53969.625,0.2437963187694549,6.900000095367432,,8.0,,True,0.0,0.0,3.806806553468025
Germany,2020-03-25,29923.0,0.0,3201.0,355.8609,0.0,38.068066,586.0,0.0,68.42857,6.9690366,0.0,0.8137905,,,,,,,3002.0,36.008,789.0,9.464,,,76.85,1.9789,,,,,53693.0,0.644,5.9721646,16.744377,,,,,,,,,,,,,,DEU,Europe,84086227.0,240.66580200195312,45.02399826049805,80.57959747314453,53969.625,0.2437963187694549,6.900000095367432,,8.0,,True,0.0,0.0,3.806806553468025
Germany,2020-03-26,29923.0,0.0,3201.0,355.8609,0.0,38.068066,586.0,0.0,68.42857,6.9690366,0.0,0.8137905,,,,,,,3493.0,41.898,824.0,9.884,,,76.85,1.8553,,,,,53755.0,0.644,5.9686904,16.754139,,,,,,,,,,,,,,DEU,Europe,84086227.0,240.66580200195312,45.02399826049805,80.57959747314453,53969.625,0.2437963187694549,6.900000095367432,,8.0,,True,0.0,0.0,3.806806553468025
Germany,2020-03-27,29923.0,0.0,3201.0,355.8609,0.0,38.068066,586.0,0.0,68.42857,6.9690366,0.0,0.8137905,,,,,,,3983.0,47.775,905.0,10.855,,,76.85,1.769,,,,,53818.0,0.645,5.965213,16.763927,,,,,,,,,,,,,,DEU,Europe,84086227.0,240.66580200195312,45.02399826049805,80.57959747314453,53969.625,0.2437963187694549,6.900000095367432,,8.0,,True,0.0,0.0,3.806806553468025
Germany,2020-03-28,29923.0,0.0,3201.0,355.8609,0.0,38.068066,586.0,0.0,68.42857,6.9690366,0.0,0.8137905,,,,,,,4471.0,53.629,1001.0,12.007,,,76.85,1.6968,,,,,53880.0,0.646,5.961751,16.773687,,,,,,,,,,,,,,DEU,Europe,84086227.0,240.66580200195312,45.02399826049805,80.57959747314453,53969.625,0.2437963187694549,6.900000095367432,,8.0,,True,0.0,0.0,3.806806553468025
Germany,2020-03-29,63904.0,33981.0,4854.4287,759.98175,404.12088,57.731556,2045.0,1459.0,208.42857,24.320272,17.351236,2.478748,1.4178272,-6.49722,-17504.102,-210.06017,,,4870.0,58.414,1063.0,12.75,,,76.85,1.6149,881424.0,,10.568,,53943.0,0.647,6.3926888,15.973263,,,,,,,,,,,,,,DEU,Europe,84086227.0,240.66580200195312,45.02399826049805,80.57959747314453,53969.625,0.2437963187694549,6.900000095367432,,8.0,,True,0.0,40.41208793920555,5.773155419886507
Germany,2020-03-30,63904.0,0.0,4854.4287,759.98175,0.0,57.731556,2045.0,0.0,208.42857,24.320272,0.0,2.478748,,,,,,,5152.0,61.797,1203.0,14.43,,,76.85,1.5356,,,,,54760.0,0.657,6.8054347,15.194115,,,,,,,,,,,,,,DEU,Europe,84086227.0,240.66580200195312,45.02399826049805,80.57959747314453,53969.625,0.2437963187694549,6.900000095367432,,8.0,,True,0.0,0.0,5.773155419886507
Germany,2020-03-31,63904.0,0.0,4854.4287,759.98175,0.0,57.731556,2045.0,0.0,208.42857,24.320272,0.0,2.478748,,,,,,,5484.0,65.779,1551.0,18.604,,,76.85,1.4603,,,,,55577.0,0.666,7.2005672,14.436198,,,,,,,,,,,,,,DEU,Europe,84086227.0,240.66580200195312,45.02399826049805,80.57959747314453,53969.625,0.2437963187694549,6.900000095367432,,8.0,,True,0.0,0.0,5.773155419886507
Germany,2020-04-01,63904.0,0.0,4854.4287,759.98175,0.0,57.731556,2045.0,0.0,208.42857,24.320272,0.0,2.478748,,,,,,,5911.0,70.901,1785.0,21.411,,,76.85,1.3876,,,,,56395.0,0.676,7.578601,13.699541,,,,,,,,,,,,,,DEU,Europe,84086227.0,240.66580200195312,45.02399826049805,80.57959747314453,53969.625,0.2437963187694549,6.900000095367432,,8.0,,True,0.0,0.0,5.773155419886507
Germany,2020-04-02,63904.0,0.0,4854.4287,759.98175,0.0,57.731556,2045.0,0.0,208.42857,24.320272,0.0,2.478748,,,,,,,6133.0,73.564,2103.0,25.225,,,76.85,1.312,,,,,57212.0,0.686,7.9400563,12.984161,,,,,,,,,,,,,,DEU,Europe,84086227.0,240.66580200195312,45.02399826049805,80.57959747314453,53969.625,0.2437963187694549,6.900000095367432,,8.0,,True,0.0,0.0,5.773155419886507
Germany,2020-04-03,63904.0,0.0,4854.4287,759.98175,0.0,57.731556,2045.0,0.0,208.42857,24.320272,0.0,2.478748,,,,,,,6263.0,75.123,2364.0,28.356,,,76.85,1.2545,,,,,58029.0,0.696,8.285441,12.290012,,,,,,,,,,,,,,DEU,Europe,84086227.0,240.66580200195312,45.02399826049805,80.57959747314453,53969.625,0.2437963187694549,6.900000095367432,,8.0,,True,0.0,0.0,5.773155419886507
Germany,2020-04-04,63904.0,0.0,4854.4287,759.98175,0.0,57.731556,2045.0,0.0,208.42857,24.320272,0.0,2.478748,,,,,,,6355.0,76.227,2474.0,29.675,,,76.85,1.2104,,,,,58846.0,0.706,8.615212,11.617139,,,,,,,,,,,,,,DEU,Europe,84086227.0,240.66580200195312,45.02399826049805,80.57959747314453,53969.625,0.2437963187694549,6.900000095367432,,8.0,,True,0.0,0.0,5.773155419886507
Germany,2020-04-05,99971.0,36067.0,5152.4287,1188.9105,428.92874,61.275536,4318.0,2273.0,324.7143,51.352047,27.031775,3.8616822,9.044079,-5.475983,-15790.402,-189.4947,,,6239.0,74.835,2531.0,30.359,,,76.85,1.1654,1299070.0,,15.575,,59664.0,0.715,8.5632925,11.683948,,,,,,,,,,,,,,DEU,Europe,84086227.0,240.66580200195312,45.02399826049805,80.57959747314453,53969.625,0.2437963187694549,6.900000095367432,,8.0,,True,0.0,42.89287471537996,6.127553530768566
Germany,2020-04-06,99971.0,0.0,5152.4287,1188.9105,0.0,61.275536,4318.0,0.0,324.7143,51.352047,0.0,3.8616822,,,,,,,6108.0,73.264,2554.0,30.635,,,76.85,1.1039,,,,,58971.0,0.707,8.545051,11.707499,,,,,,,,,,,,,,DEU,Europe,84086227.0,240.66580200195312,45.02399826049805,80.57959747314453,53969.625,0.2437963187694549,6.900000095367432,,8.0,,True,0.0,0.0,6.127553530768566
Germany,2020-04-07,99971.0,0.0,5152.4287,1188.9105,0.0,61.275536,4318.0,0.0,324.7143,51.352047,0.0,3.8616822,,,,,,,6037.0,72.412,2644.0,31.714,,,76.85,1.0476,,,,,58278.0,0.699,8.560268,11.687794,,,,,,,,,,,,,,DEU,Europe,84086227.0,240.66580200195312,45.02399826049805,80.57959747314453,53969.625,0.2437963187694549,6.900000095367432,,8.0,,True,0.0,0.0,6.127553530768566
Germany,2020-04-08,99971.0,0.0,5152.4287,1188.9105,0.0,61.275536,4318.0,0.0,324.7143,51.352047,0.0,3.8616822,,,,,,,5788.0,69.426,2661.0,31.918,,,76.85,0.9933,,,,,57585.0,0.69,8.608784,11.624802,,,,,,,,,,,,,,DEU,Europe,84086227.0,240.66580200195312,45.02399826049805,80.57959747314453,53969.625,0.2437963187694549,6.900000095367432,,8.0,,True,0.0,0.0,6.127553530768566
Germany,2020-04-09,99971.0,0.0,5152.4287,1188.9105,0.0,61.275536,4318.0,0.0,324.7143,51.352047,0.0,3.8616822,,,,,,,5629.0,67.518,2718.0,32.602,,,76.85,0.9442,,,,,56892.0,0.682,8.690431,11.518552,,,,,,,,,,,,,,DEU,Europe,84086227.0,240.66580200195312,45.02399826049805,80.57959747314453,53969.625,0.2437963187694549,6.900000095367432,,8.0,,True,0.0,0.0,6.127553530768566
